test_id,port,expected,detected,confidence,match,scenario_type,scenario_subtype,difficulty,latency_ms,reasoning,banner_hex,signals
PARTIAL_00037_mut_011,-11,http,http,76.0,True,partial_banner,truncation_timing,evil,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368652f322e342e34310d0a436f6e74656e742d5479,{'http': 90}
PARTIAL_00160,8080,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.06,Low behavioral consistency (42): likely honeypot or protocol mismatch,5353482d322e302d4f70656e5353485f382e3270310d,{'ssh': 95}
SCALE_10480,17111,unknown,unknown,21.0,True,mass_scaling,header_order,evil,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00037_mut_012,77,http,unknown,19.0,False,partial_banner,truncation_truncation_extreme,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,485454,{'unknown': 1}
PARTIAL_00161,443,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d322e30,{'ssh': 70}
SCALE_10481,51213,unknown,unknown,21.0,True,mass_scaling,whitespace_change,easy,0.03,untrusted decision,52616e646f6d536572766963650976312e30,{'unknown': 1}
PARTIAL_00038_mut_000,8038,http,unknown,19.0,False,partial_banner,truncation_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,21,{'unknown': 1}
PARTIAL_00162,443,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d32,{'ssh': 40}
SCALE_10482,46525,unknown,unknown,21.0,True,mass_scaling,header_order,evil,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00038_mut_001,8081,http,unknown,19.0,False,partial_banner,truncation_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,8c,{'unknown': 1}
PARTIAL_00163,8080,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.06,Low behavioral consistency (42): likely honeypot or protocol mismatch,5353482d322e302d4f70656e5353485f382e32,{'ssh': 95}
TIMING_01071,5432,ssh,closed,10,False,timing_attack,near_timeout,hard,26.56,Port closed (connection refused),,{}
TIMING_01072,443,ssh,closed,10,False,timing_attack,near_timeout,hard,26.09,Port closed (connection refused),,{}
TIMING_01073,8080,ssh,closed,10,False,timing_attack,near_timeout,hard,25.63,Port closed (connection refused),,{}
TIMING_01074,443,ssh,closed,10,False,timing_attack,near_timeout,hard,25.03,Port closed (connection refused),,{}
TIMING_01075,80,ssh,closed,10,False,timing_attack,near_timeout,hard,24.61,Port closed (connection refused),,{}
TIMING_01076,443,ssh,closed,10,False,timing_attack,near_timeout,hard,24.13,Port closed (connection refused),,{}
TIMING_01077,443,ssh,closed,10,False,timing_attack,near_timeout,hard,23.7,Port closed (connection refused),,{}
PARTIAL_00282_mut_008,60287,unknown,closed,10,False,partial_banner,extreme_truncation_byte_deletion,evil,23.19,Port closed (connection refused),,{}
TIMING_01078,8080,ssh,closed,10,False,timing_attack,near_timeout,hard,23.17,Port closed (connection refused),,{}
SCALE_10483,24214,unknown,unknown,21.0,True,mass_scaling,whitespace_change,evil,0.04,untrusted decision,52616e646f6d536572766963650976312e30,{'unknown': 1}
PARTIAL_00038_mut_002,8078,http,unknown,19.0,False,partial_banner,truncation_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,4e,{'unknown': 1}
PARTIAL_00164,8080,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d322e302d,{'ssh': 70}
SCALE_10484,44687,unknown,unknown,21.0,True,mass_scaling,timing_jitter,hard,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00038_mut_003,8109,http,unknown,19.0,False,partial_banner,truncation_case_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48,{'unknown': 1}
PARTIAL_00165,22,ssh,unknown,20.0,False,partial_banner,mid_header_eof,evil,0.05,Honeypot behavior detected,5353482d322e302d4f70656e5353,{'ssh': 103}
SCALE_10485,28313,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,easy,0.03,untrusted decision,52616e646f6d536572766963652076312f30,{'unknown': 1}
PARTIAL_00038_mut_004,8043,http,unknown,19.0,False,partial_banner,truncation_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,4e,{'unknown': 1}
PARTIAL_00166,80,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d,{'http': 20}
SCALE_10486,8873,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,medium,0.03,untrusted decision,52616e646f6d536572766a63652076312e30,{'unknown': 1}
PARTIAL_00038_mut_005,8045,http,unknown,19.0,False,partial_banner,truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48,{'unknown': 1}
PARTIAL_00167,8080,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.05,Low behavioral consistency (42): likely honeypot or protocol mismatch,5353482d322e302d4f70656e5353485f382e3270310d,{'ssh': 95}
SCALE_10487,62962,unknown,unknown,21.0,True,mass_scaling,header_order,easy,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00038_mut_006,8043,http,unknown,19.0,False,partial_banner,truncation_case_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,68,{'unknown': 1}
PARTIAL_00168,8080,smtp,ftp,50.0,False,partial_banner,mid_header_eof,evil,0.06,normal decision,323230206d61696c2e6578616d706c652e636f6d204553,{'ftp': 35}
SCALE_10488,17456,unknown,unknown,21.0,True,mass_scaling,case_change,medium,0.03,untrusted decision,72414e444f4d734552564943452056312e30,{'unknown': 1}
PARTIAL_00038_mut_007,8096,http,unknown,19.0,False,partial_banner,truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,4866,{'unknown': 1}
PARTIAL_00169,8080,smtp,smtp,72.0,True,partial_banner,mid_header_eof,evil,0.05,normal decision,323230206d61696c2e6578616d706c652e636f6d2045534d545020,{'smtp': 90}
SCALE_10489,47846,unknown,unknown,21.0,True,mass_scaling,whitespace_change,medium,0.03,untrusted decision,52616e646f6d536572766963650976312e30,{'unknown': 1}
PARTIAL_00038_mut_008,8082,http,unknown,19.0,False,partial_banner,truncation_truncation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48,{'unknown': 1}
PARTIAL_00170,80,smtp,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,32323020,{'http': 20}
SCALE_10490,61732,unknown,unknown,21.0,True,mass_scaling,header_order,medium,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00038_mut_009,8100,http,unknown,19.0,False,partial_banner,truncation_case_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,68,{'unknown': 1}
PARTIAL_00171,8080,smtp,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,32323020,{'http': 20}
SCALE_10491,7978,unknown,unknown,21.0,True,mass_scaling,whitespace_change,easy,0.04,untrusted decision,52616e646f6d536572766963650976312e30,{'unknown': 1}
PARTIAL_00038_mut_010,8060,http,unknown,19.0,False,partial_banner,truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48f6,{'unknown': 1}
PARTIAL_00172,80,smtp,ftp,50.0,False,partial_banner,mid_header_eof,evil,0.06,normal decision,323230206d61696c2e6578616d706c652e636f6d2045,{'ftp': 35}
SCALE_10492,11192,unknown,unknown,21.0,True,mass_scaling,case_change,hard,0.04,untrusted decision,72414e444f4d734552564943452056312e30,{'unknown': 1}
PARTIAL_00038_mut_011,8103,http,unknown,19.0,False,partial_banner,truncation_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,4a,{'unknown': 1}
PARTIAL_00173,22,smtp,ftp,49.0,False,partial_banner,mid_header_eof,evil,0.06,normal decision,323230206d61696c2e6578616d706c65,{'ftp': 35}
SCALE_10493,34710,unknown,unknown,21.0,True,mass_scaling,whitespace_change,hard,0.03,untrusted decision,52616e646f6d536572766963650976312e30,{'unknown': 1}
PARTIAL_00038_mut_012,8122,http,unknown,19.0,False,partial_banner,truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,2e48,{'unknown': 1}
PARTIAL_00174,443,smtp,ftp,49.0,False,partial_banner,mid_header_eof,evil,0.05,normal decision,323230206d61696c2e6578616d,{'ftp': 35}
SCALE_10494,5752,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,evil,0.03,untrusted decision,52616f646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00038_mut_013,8076,http,unknown,21.0,False,partial_banner,truncation_byte_insertion,evil,0.03,untrusted decision,e99787ed193359149448,{'unknown': 1}
PARTIAL_00175,22,smtp,smtp,72.0,True,partial_banner,mid_header_eof,evil,0.07,normal decision,323230206d61696c2e6578616d706c652e636f6d2045534d545020506f,{'smtp': 90}
SCALE_10495,46436,unknown,unknown,21.0,True,mass_scaling,whitespace_change,evil,0.03,untrusted decision,52616e646f6d536572766963650976312e30,{'unknown': 1}
PARTIAL_00038_mut_014,8084,http,unknown,19.0,False,partial_banner,truncation_header_reorder,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48,{'unknown': 1}
PARTIAL_00176,22,smtp,smtp,72.0,True,partial_banner,mid_header_eof,evil,0.05,normal decision,323230206d61696c2e6578616d706c652e636f6d2045534d54502050,{'smtp': 90}
SCALE_10496,23261,unknown,unknown,21.0,True,mass_scaling,timing_jitter,hard,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00039_mut_000,75,http,unknown,19.0,False,partial_banner,truncation_byte_insertion,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,044657a84854,{'unknown': 1}
PARTIAL_00177,8080,smtp,ftp,49.0,False,partial_banner,mid_header_eof,evil,0.05,normal decision,323230206d61696c2e6578616d706c652e63,{'ftp': 35}
SCALE_10497,62936,unknown,unknown,21.0,True,mass_scaling,timing_jitter,medium,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00039_mut_001,41,http,unknown,19.0,False,partial_banner,truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,485489,{'unknown': 1}
PARTIAL_00178,80,smtp,ftp,49.0,False,partial_banner,mid_header_eof,evil,0.05,normal decision,323230206d61696c2e6578616d706c65,{'ftp': 35}
SCALE_10498,24617,unknown,unknown,21.0,True,mass_scaling,case_change,hard,0.03,untrusted decision,72414e444f4d734552564943452056312e30,{'unknown': 1}
PARTIAL_00039_mut_002,73,http,unknown,19.0,False,partial_banner,truncation_header_reorder,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,4854,{'unknown': 1}
PARTIAL_00179,443,smtp,smtp,72.0,True,partial_banner,mid_header_eof,evil,0.05,normal decision,323230206d61696c2e6578616d706c652e636f6d2045534d545020506f,{'smtp': 90}
SCALE_10499,45916,unknown,unknown,21.0,True,mass_scaling,timing_jitter,evil,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00039_mut_003,81,http,unknown,19.0,False,partial_banner,truncation_byte_deletion,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48,{'unknown': 1}
PARTIAL_00180,80,smtp,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,323230206d6169,{'ftp': 35}
SCALE_10500,28739,unknown,unknown,21.0,True,mass_scaling,case_change,easy,0.03,untrusted decision,72414e444f4d734552564943452056312e30,{'unknown': 1}
PARTIAL_00039_mut_004,91,http,unknown,19.0,False,partial_banner,truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,4854c5,{'unknown': 1}
PARTIAL_00181,443,smtp,smtp,72.0,True,partial_banner,mid_header_eof,evil,0.06,normal decision,323230206d61696c2e6578616d706c652e636f6d2045534d545020506f737466697820285562756e7475,{'smtp': 90}
SCALE_10501,56385,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,hard,0.03,untrusted decision,52616e646f6d546572766963652076312e30,{'unknown': 1}
PARTIAL_00039_mut_005,22,http,unknown,25.0,False,partial_banner,truncation_timing,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,4854,{'ssh': 20}
PARTIAL_00182,80,smtp,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'http': 20}
SCALE_10502,11297,unknown,unknown,21.0,True,mass_scaling,header_order,evil,0.04,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00039_mut_006,102,http,unknown,19.0,False,partial_banner,truncation_byte_insertion,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48541e5135d5f7,{'unknown': 1}
PARTIAL_00183,22,smtp,ftp,49.0,False,partial_banner,mid_header_eof,evil,0.05,normal decision,323230206d61696c2e6578616d706c65,{'ftp': 35}
SCALE_10503,55916,unknown,unknown,21.0,True,mass_scaling,timing_jitter,medium,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00039_mut_007,108,http,unknown,19.0,False,partial_banner,truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48c254,{'unknown': 1}
PARTIAL_00184,8080,smtp,smtp,72.0,True,partial_banner,mid_header_eof,evil,0.05,normal decision,323230206d61696c2e6578616d706c652e636f6d2045534d545020,{'smtp': 90}
SCALE_10504,7014,unknown,unknown,21.0,True,mass_scaling,timing_jitter,medium,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00039_mut_008,38,http,unknown,19.0,False,partial_banner,truncation_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,08d5,{'unknown': 1}
PARTIAL_00185,22,smtp,smtp,72.0,True,partial_banner,mid_header_eof,evil,0.06,normal decision,323230206d61696c2e6578616d706c652e636f6d2045534d545020506f7374,{'smtp': 90}
SCALE_10505,27492,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,medium,0.03,untrusted decision,52616e656f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00039_mut_009,116,http,unknown,19.0,False,partial_banner,truncation_case_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,4874,{'unknown': 1}
PARTIAL_00186,80,smtp,smtp,72.0,True,partial_banner,mid_header_eof,evil,0.06,normal decision,323230206d61696c2e6578616d706c652e636f6d2045534d5450,{'smtp': 90}
SCALE_10506,16238,unknown,unknown,21.0,True,mass_scaling,header_order,hard,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00039_mut_010,103,http,unknown,19.0,False,partial_banner,truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48,{'unknown': 1}
PARTIAL_00187,8080,smtp,ftp,49.0,False,partial_banner,mid_header_eof,evil,0.06,normal decision,323230206d61696c2e6578,{'ftp': 35}
SCALE_10507,44298,unknown,unknown,21.0,True,mass_scaling,whitespace_change,evil,0.03,untrusted decision,52616e646f6d536572766963650976312e30,{'unknown': 1}
PARTIAL_00040_mut_000,39,http,unknown,19.0,False,partial_banner,truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,681b05507c16,{'unknown': 1}
PARTIAL_00188,8080,smtp,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'http': 20}
SCALE_10508,60177,unknown,unknown,21.0,True,mass_scaling,header_order,easy,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00040_mut_001,71,http,unknown,19.0,False,partial_banner,truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,54485454,{'unknown': 1}
PARTIAL_00189,8080,smtp,ftp,49.0,False,partial_banner,mid_header_eof,evil,0.06,normal decision,323230206d61696c2e6578616d706c652e,{'ftp': 35}
SCALE_10509,5209,unknown,unknown,21.0,True,mass_scaling,timing_jitter,evil,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00040_mut_002,1,http,unknown,19.0,False,partial_banner,truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,4854a954,{'unknown': 1}
PARTIAL_00190,8080,smtp,ftp,49.0,False,partial_banner,mid_header_eof,evil,0.05,normal decision,323230206d61696c2e6578616d706c652e636f,{'ftp': 35}
SCALE_10510,16637,unknown,unknown,21.0,True,mass_scaling,whitespace_change,medium,0.03,untrusted decision,52616e646f6d536572766963650976312e30,{'unknown': 1}
PARTIAL_00040_mut_003,57,http,unknown,19.0,False,partial_banner,truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48,{'unknown': 1}
PARTIAL_00191,8080,smtp,smtp,72.0,True,partial_banner,mid_header_eof,evil,0.05,normal decision,323230206d61696c2e6578616d706c652e636f6d2045534d545020506f73746669782028,{'smtp': 90}
TIMING_01079,80,ssh,closed,10,False,timing_attack,near_timeout,hard,26.89,Port closed (connection refused),,{}
TIMING_01080,21,ssh,closed,10,False,timing_attack,near_timeout,hard,26.27,Port closed (connection refused),,{}
TIMING_01081,22,ssh,closed,10,False,timing_attack,near_timeout,hard,25.86,Port closed (connection refused),,{}
